_id,author,date,section,sub_title,text,title,url
,247,05/04/2019 15:07:00,poder,"Os deputados Leonardo Monteiro (PT-MG), Glauber Braga (PSOL-RJ) e Luiza Erundina (PSOL-SP) protocolaram nesta quinta-feira (4) no STF um Mandado de Segurança para suspender a decisão do presidente da Câmara, Rodrigo Maia (DEM-RJ), que anulou convocação do ministro da Justiça e da Segurança Pública, Sérgio Moro; parlamentares alegam que Maia agiu de maneira ilegal, abusiva e inconstitucional","Os deputados Leonardo Monteiro (PT-MG), Glauber Braga (PSOL-RJ) e Luiza Erundina (PSOL-SP) protocolaram na manhã desta quinta-feira (4) no Supremo Tribunal Federal um Mandado de Segurança para suspender a decisão do presidente da Câmara, Rodrigo Maia (DEM-RJ), que anulou convocação do ministro da Justiça e da Segurança Pública, Sérgio Moro.
A convocação foi aprovada pela Comissão de Legislação Participativa (CLP) no dia 27 para Moro prestar esclarecimentos sobre o decreto de posse de armas (Decreto 9.685/19) e o projeto ""anticrimes"", proposto pelo governo federal (PL 882/19). No entanto, dois dias depois, Maia anulou a decisão.
Os três parlamentares alegam que Maia agiu de maneira ilegal, abusiva e inconstitucional. Eles ressaltam que a convocação de ministros por comissões temáticas da Câmara é garantida nos artigos 50 e 58 da Constituição Federal. Maia, entretanto, acatando recurso de deputada da base governista, alegou que o papel da CLP é de servir de canal entre o Parlamento e a sociedade civil, e não fiscalizar ministros.
No Mandado de Segurança, os parlamentares contestam a decisão de Rodrigo Maia, argumentando que a liberação da posse de armas e o projeto de lei sobre combate à corrupção, entre outras medidas penais polêmicas, interessam sim a toda a sociedade.
""A Comissão tem competência para deliberar sobre todos e quaisquer assuntos apresentados como sugestão legislativa da sociedade civil organizada"", esclarece o documento.",PT e PSOL vão ao STF contra decisão de Maia que blindou Moro,https://www.brasil247.com/pt/247/poder/389204/PT-e-PSOL-v%C3%A3o-ao-STF-contra-decis%C3%A3o-de-Maia-que-blindou-Moro.htm
,"247 – ""O vice-presidente está tentando mostrar que está preparado se Bolsonaro falhar. E isso não é aceitável. Não é aceitável por ser alguém do governo. Se quiser fazer isso, Mourão deveria renunciar amanhã de manhã e ir para a oposição"", disse Steve Bannon, estrategista de Donald Trump e Jair Bolsonaro, e também responsável pela ascensão do neofascismo no mundo, à jornalista Marina Dias, em reportagem publicada na Folha. ""Se ele não acha que pode falar a voz do governo, se é um homem de princípios, honra e decência, deveria renunciar e ir para a oposição.""",05/04/2019 05:54:00,poder,"Estrategista de Donald Trump e Jair Bolsonaro, e também responsável pela ascensão do neofascismo no mundo, Steve Bannon defende que o general Hamilton Mourão renuncie ao cargo de vice-presidente e vá para a oposição. ""O vice-presidente está tentando mostrar que está preparado se Bolsonaro falhar. E isso não é aceitável"", disse ele. Por trás dessa posição, há a pressão para que, sob Bolsonaro, o Brasil se mantenha como colônia dos Estados Unidos, mesmo que isso sacrifique os interesses econômicos do Brasil","
Por trás dessa posição, há a pressão para que, sob Bolsonaro, o Brasil se mantenha como colônia dos Estados Unidos, mesmo que isso sacrifique os interesses econômicos do Brasil. Bannon defende que o Brasil se afaste da China e dos países árabes, que são grandes compradores de produtores nacionais. No governo Bolsonaro, a adesão a um projeto de Brasil-colônia conta com a adesão do chanceler Ernesto Araújo e do próprio presidente, mas enfrenta resistência dos militares, que estão em sintonia com a burguesia nacional.
""Ele absolutamente não é [moderado]. Bolsonaro, Ernesto e Guedes [Paulo Guedes, ministro da Economia] estão fazendo um movimento para cumprir tudo o que prometeram: reforma da Previdência, política externa. Não há surpresas no que Bolsonaro está dizendo"", disse ainda Bannon. ""O vice-presidente estava na campanha e se comprometeu com todo o programa de Bolsonaro. Por que isso mudou nos cem primeiros dias de governo? Isso machuca o Brasil e o povo brasileiro.""
Na verdade, Bannon deseja apenas que o Brasil seja colocado a serviço dos interesses econômicos de Trump.",Steve Bannon defende que Mourão renuncie e vá para a oposição,https://www.brasil247.com/pt/247/poder/389257/Steve-Bannon-defende-que-Mour%C3%A3o-renuncie-e-v%C3%A1-para-a-oposi%C3%A7%C3%A3o.htm
,Reuters,05/04/2019 15:05:00,economia,"A equipe econômica chefiada pelo ministro da Economia, Paulo Guedes, está estudando reduzir os impostos sobre as empresas, disse o presidente Jair Bolsonaro durante visita a Israel, e citou que após o presidente dos EUA, Donald Trump, tomar medida semelhante a economia daquele país ganhou grande impulso; na semana passada, Guedes disse que o governo estuda tributar lucros e dividendos como forma de compensar a redução dos impostos sobre as empresas","A equipe econômica chefiada pelo ministro da Economia, Paulo Guedes, está estudando reduzir os impostos sobre as empresas, disse nesta terça-feira o presidente Jair Bolsonaro durante visita a Israel, e citou que após o presidente dos Estados Unidos, Donald Trump, tomar medida semelhante a economia daquele país ganhou grande impulso.
Bolsonaro disse a jornalistas que acompanham sua visita oficial que um dos objetivos de seu governo é desburocratizar a vida das empresas para fazer com que o Brasil suba no ranking de melhores países para se fazer negócios.
No fim de semana, o presidente já havia levantado a ideia de reduzir os impostos sobre as empresas em uma publicação no Twitter.
Também na semana passada, Guedes disse que o governo estuda tributar lucros e dividendos como forma de compensar a redução dos impostos sobre as empresas.
Por Eduardo Simões, em São Paulo",Bolsonaro segue cartilha dos EUA e fala em reduzir impostos para empresas,https://www.brasil247.com/pt/247/economia/388975/Bolsonaro-segue-cartilha-dos-EUA-e-fala-em-reduzir-impostos-para-empresas.htm
,Rede Brasil Atual,05/04/2019 18:39:00,economia,"Tribunal Regional do Trabalho da 2ª Região (TRT-2) deu mais uma decisão favorável a um sindicato de trabalhadores para desconto de contribuições em folha de pagamento, contrariando a Medida Provisória (MP) 873, que admite apenas a possibilidade de boleto bancário","O Tribunal Regional do Trabalho da 2ª Região (TRT-2), que inclui a Grande São Paulo e a Baixada Santista, deu mais uma decisão favorável a um sindicato de trabalhadores para desconto de contribuições em folha de pagamento, contrariando a Medida Provisória (MP) 873, que admite apenas a possibilidade de boleto bancário. Desta vez, a desembargadora Ivete Ribeiro manteve decisão de primeira instância, com liminar para o Sindicato dos Petroleiros (Sindipetro) do Litoral Paulista. A Petrobras havia entrado com mandado de segurança, negado pela Justiça.
Em meados de março, a Petrobras havia informado os sindicatos que seguiria a determinação da MP 873, permitindo apenas descontos via boleto e autorizados previamente. As entidades passaram a recorrer à Justiça para manter o desconto em folha e conseguiram várias liminares, assim como outras categorias profissionais. O Sindipetro do Litoral Paulista havia obtido liminar na 6ª Vara do Trabalho de Santos. A empresa recorreu, e agora a decisão foi ratificada em segunda instância.
Na semana passada, o vice-presidente judicial do TRT-2, desembargador Rafael Pugliese, havia decidido a favor do Sindicato dos Motoristas de São Paulo. Para ele, a medida provisória atingia o princípio da liberdade sindical.
Agora, a desembargadora Ivete Ribeiro afirmou que – além de propiciar aumento de demandas judiciais –, a medida provisória vai contra a Lei 13.467, de ""reforma"" trabalhista, que privilegia o negociado sobre o legislado. ""Entendo que, por ser a entidade sindical a titular do crédito, nada mais correto do que permitir a ela a escolha do meio de cobrança, seja por acordo com a empresa ou com o sindicato da categoria econômica, através da liberdade negocial instaurada no sistema jurídico"", afirmou em sua decisão.",Justiça volta a decidir contra medida que tenta inviabilizar financiamento sindical,https://www.brasil247.com/pt/247/economia/388999/Justi%C3%A7a-volta-a-decidir-contra-medida-que-tenta-inviabilizar-financiamento-sindical.htm
,247,05/04/2019 10:37:00,poder,"Depois de advertir publicamente os líderes do governo no Congresso e na Câmara, Joice Hasselmann (PSL-SP) e Vitor Hugo (PSL-GO) na última terça-feira, o  deputado Alceu Moreira (MDB-RS), presidente da Frente Parlamentar da Agropecuária (FPA) avisou a nesta quarta-feira (3) a ministra Tereza Cristina (Agricultura) que a bancada ruralista está a ponto de romper com o governo Bolsonaro.","Depois de advertir publicamente os líderes do governo no Congresso e na Câmara, Joice Hasselmann (PSL-SP) e Vitor Hugo (PSL-GO) na última terça-feira, o  deputado Alceu Moreira (MDB-RS), presidente da Frente Parlamentar da Agropecuária (FPA) avisou a nesta quarta-feira (3) a ministra Tereza Cristina (Agricultura) que a bancada ruralista está a ponto de romper com o governo Bolsonaro.
""Chega! Chegamos ao limite! Não dá mais! Acabou a paciência!"" -foi desta maneira que Moreira dirigiu-se na terça a Joice Hasselmann e Vitor Hugo. O motivo foi a mensagem de ódio contra o movimento palestino Hamas, publicada nas redes sociais por Flávio Bolsonaro, que mais uma vez ameaça as exportações brasileiras para o mercado árabe (leia aqui).
No recado à ministra, ele deixou claro que integrantes da bancada ruralista estão enfurecidos com as promessas de campanha feitas por Bolsonaro e não cumprida, como a anistia de dívidas de produtores inscritos no Funrural. Segundo a coluna Painel, da Folha de S.Paulo, ele teria pedido uma audiência com Jair Bolsonaro, ainda sem resposta.
",Ruralistas estão prestes a romper com Bolsonaro,https://www.brasil247.com/pt/247/poder/389162/Ruralistas-est%C3%A3o-prestes-a-romper-com-Bolsonaro.htm
,Reuters,05/04/2019 11:32:00,poder,"O PSD não fará parte da base do governo e manterá sua independência, sem fechar questão a favor da reforma da Previdência, apesar de apoiar a medida, disse o presidente do partido, Gilberto Kassab, ao sair de reunião com o presidente Jair Bolsonaro; ""O partido tem uma posição muito clara com a sua independência em relação ao governo, essa posição continuará"", afirmou","O PSD não fará parte da base do governo e manterá sua independência, sem fechar questão a favor da reforma da Previdência, apesar de apoiar a medida, disse nesta quinta-feira o presidente do partido, Gilberto Kassab, ao sair de reunião com o presidente Jair Bolsonaro.
""O partido tem uma posição muito clara com a sua independência em relação ao governo, essa posição continuará"", disse o ex-ministro a jornalistas após o encontro no Palácio do Planalto.
Segundo Kassab, Bolsonaro não ofereceu cargos em troca de apoio no Congresso, o que ""seria até uma agressão"", afirmou.
O presidente do PSD disse ainda que as reformas, especialmente a da Previdência e a tributária, fazem parte do programa do partido, mas que também é tradição do PSD não fechar questão em nenhuma votação para não tolher as posições pessoais dos parlamentares.
Reportagem de Lisandra Paraguassu","Após reunião com Bolsonaro, PSD diz apoiar reforma, mas libera voto de parlamentares",https://www.brasil247.com/pt/247/poder/389183/Ap%C3%B3s-reuni%C3%A3o-com-Bolsonaro-PSD-diz-apoiar-reforma-mas-libera-voto-de-parlamentares.htm
,247,05/04/2019 20:49:00,poder,"Preso há quase um ano, vítima de uma perseguição judicial que tem como objetivo interditar sua figura política, ex-presidente Lula recebeu a visita do jornalista Juca Kfouri e do procurador aposentado de Justiça do Ministério Público do Rio de Janeiro, Afrânio Jardim; “Prefiro ser um preso digno do que ser um solto rato”, disse ao jornalista","O ex-presidente Luiz Inácio Lula da Silva mandou um recado nesta quinta-feira (4). “Prefiro ser um preso digno do que ser um solto rato”, disse ao jornalista Juca Kfouri, que o visitou na prisão. Lula está preso há quase um ano, vítima de uma perseguição judicial que tem como objetivo interditar sua figura política.
Hoje, o ex-presidente recebeu além de Kfouri, o procurador aposentado de Justiça do Ministério Público do Rio de Janeiro, Afrânio Jardim. O ex-procurador questionou o processo e a prisão de Lula, que classificou como “brutalidade”.",Lula: prefiro ser um preso digno do que um solto rato,https://www.brasil247.com/pt/247/poder/389248/Lula-prefiro-ser-um-preso-digno-do-que-um-solto-rato.htm
,"247 - O presidente Jair Bolsonaro sinalizou que o ministro da Educação, Ricardo Vélez Rodrigues, poderá ser demitido no início da próxima semana. ""Na segunda, vamos resolver a situação do MEC"", afirmou Bolsonaro durante um café da manhã com jornalistas em Brasília nesta sexta-feira (5). ""Está bem claro que não está dando certo, falta gestão. Vamos tirar a aliança da mão esquerda e pôr na direita"", completou.",05/04/2019 11:06:00,poder,"Presidente Jair Bolsonaro sinalizou que o ministro da Educação, Ricardo Vélez Rodrigues, poderá ser demitido no início da próxima semana; ""Na segunda, vamos resolver a situação do MEC"", afirmou; ""Está bem claro que não está dando certo, falta gestão. Vamos tirar a aliança da mão esquerda e pôr na direita"", completou; ao tomar conhecimento das declarações de Bolsonaro, Vélez reagiu: ""Não vou entregar o cargo, não fui informado"", disse;  ""Única coisa insustentável é a morte"", emendou; declaração sobre a ""falta de gestão"" se deve às constantes crises no MEC, que já resultaram em mais de 15 demissões, recuos frequentes e uma série de decisões polêmicas ","
Ao tomar conhecimento das declarações de Bolsonaro, Vélez reagiu: ""Não vou entregar o cargo, não fui informado"", afirmou. ""Única coisa insustentável é a morte"", emendou em seguida.
A declaração sobre a ""falta de gestão"" se deve às constantes crises no MEC, que já resultaram em mais de 15 demissões, recuos frequentes e uma série de decisões polêmicas que desagradaram até mesmo os militares que integram o governo.
Há cerca de uma semana, Bolsonaro sinalizou que poderia promover mudanças a cúpula do MEC ao nomear para a secretária-executivo da pasta segundo cargo mais importante na hierarquia do ministério tenente brigadeiro Ricardo Machado Vieira. Machado já ocupou o cargo de Secretário de Pessoal, Ensino, Saúde e Desporto do Ministério da Defesa e foi chefe do Estado-Maior da Aeronáutica. (Leia no Brasil 247)
",Bolsonaro diz que demite Vélez na segunda,https://www.brasil247.com/pt/247/poder/389290/Bolsonaro-diz-que-demite-V%C3%A9lez-na-segunda.htm
,247,05/04/2019 10:08:00,brasil,"A pesquisa Atlas Político, feita com 2.000 pessoas entre os dias 1 e 2 de abril, apontou que o percentual dos brasileiros insatisfeitos com o governo Jair Bolsonaro é superior à aprovação dele: 31,2% de ruim/péssimo e boa/excelente, 30,5%; de acordo com o levantamento, 32,4% consideram a gestão regular","A pesquisa Atlas Político, feita com 2.000 pessoas entre os dias 1 e 2 de abril, apontou que o percentual dos brasileiros que desaprovam o governo Jair Bolsonaro é superior à aprovação: 31,2% de ruim/péssimo e boa/excelente, 30,5%. De acordo com o levantamento, 32,4% consideram a gestão regular.
Na pesquisa Atlas Político de fevereiro, Bolsonaro aparecia com 38,7% de ótimo/excelente, 29,6% regular e 22,5% ruim/péssimo.
A pesquisa também apontou que ministro da Justiça e Segurança Pública, Sergio Moro, tem mais popularidade que o presidente. Ao todo, 61,5% dos que participaram do levantamento tem uma imagem positiva do ex-juiz da Operação Lava Jato, e 49,5% tem imagem positiva de Bolsonaro.",Pesquisa sobre Bolsonaro: 'ruim/péssimo' supera 'ótimo/bom',https://www.brasil247.com/pt/247/brasil/389168/Pesquisa-sobre-Bolsonaro-'ruimp%C3%A9ssimo'-supera-'%C3%B3timobom'.htm
,247,05/04/2019 08:17:00,brasil,Fracassou o plano do governo Bolsonaro para remendar os estragos provocados por sua política aventureira que resultou na saída dos médicos cubanos do Brasil; cerca de 15% dos médicos brasileiros que entraram no Mais Médicos após a saída dos cubanos desistiram de participar do programa nos primeiros três meses; mais de mil já abandonaram a canoa furada do governo,"Fracassou o plano do governo Bolsonaro para remendar os estragos provocados por sua política aventureira que resultou na saída dos médicos cubanos do Brasil. Cerca de 15% dos médicos brasileiros que entraram no Mais Médicos após a saída dos cubanos desistiram de participar do programa nos primeiros três meses, revela reportagem da Folha de S.Paulo.
""Ao menos 1.052 médicos que assumiram entre dezembro de 2018 e janeiro deste ano já deixaram as vagas"", diz o jornal.
A reportagem aponta uma perspectiva preocupante. Milhões de brasileiros podem ficar sem assistência. ""O registro de saídas dos médicos em menos de três meses de trabalho preocupa secretários de saúde"", diz o jornal. ""Diante da possibilidade anunciada pela nova gestão de mudanças no Mais Médicos, ainda não há data prevista para reposição das vagas"".
Mais de oito mil médicos cubanos atendiam a população carente do Brasil, em municípios do interior e em bairros populares das capitais. Os cubanos deixaram o Brasil em dezembro do ano passado devido às declarações hostis e provocações políticas de Bolsonaro, um político de extrema direita movido a preconceito, ódio e reacionarismo. Até hoje seu governo não foi capaz de resolver o problema criado com a saída dos médicos cubanos.
Leia a reportagem de Natália Cancian",Brasileiros abandonam o Mais Médicos de Bolsonaro,https://www.brasil247.com/pt/247/brasil/389147/Brasileiros-abandonam-o-Mais-M%C3%A9dicos-de-Bolsonaro.htm
,"247 - Para se comunicar diretamente com o público e, de certa maneira, driblar os jornalistas, o ministro da Justiça e Segurança Pública, Sérgio Moro, aderiu ao Twitter, a plataforma preferida do presidente Jair Bolsonaro. Agora, o ex-juiz assume de vez o seu perfil político.",05/04/2019 12:45:00,brasil,"Para se comunicar diretamente com o público e, de certa maneira, driblar os jornalistas, o ministro da Justiça e Segurança Pública, Sérgio Moro, aderiu ao Twitter, a plataforma preferida do presidente Jair Bolsonaro; agora, o ex-juiz assume de vez o seu perfil político; ""Resolvi aderir ao twitter pois é um instrumento poderoso de comunicação. A ideia é divulgar os projetos e as propostas do Ministério da Justiça e Segurança Pública"", disse; o Atlas Político apontou que a popularidade de Moro (61,5%) é maior que a do presidente (49,5%), o que não significa que ele terá vida fácil: ""Podia explicar também cadê o Queiroz e as investigações do laranjal do PSL"", escreveu o deputado Jorge Solla (PT-BA); confira os tweets","
""Resolvi aderir ao twitter pois é um instrumento poderoso de comunicação. A ideia é divulgar os projetos e as propostas do Ministério da Justiça e Segurança Pública"", escreveu o ministro na rede social. ""Nem sempre poderei estar por aqui, pois o trabalho é intenso, mas quando possível darei informações sobre as ações do Ministério"", acrescentou. Quero explicar aqui o projeto de lei anticrime, além das medidas executivas em andamento do Ministério"".
De acordo com a pesquisa Atlas Político, feita com 2.000 pessoas entre os dias 1 e 2 de abril, o ministro tem mais popularidade que o presidente. Ao todo, 61,5% dos que participaram do levantamento tem uma imagem positiva do ex-juiz da Operação Lava Jato, e 49,5% tem imagem positiva de Bolsonaro.
Reações
Internautas reagiram com críticas aos posts de Moro.
""Podia explicar também cadê o Queiroz e as investigações do laranjal do PSL"", afirmou o deputado federal Jorge Solla (PT-BA). ""O sr. acha correto que este assessor do presidente movimente R$ 7 mi em três anos, receba salário dos laranjas, tenha claro envolvimento com milícias, e nada disso seja investigado?"", questionou.
Outro perfil, O Pato Conje do Karl Marx #Lula Livre, escreveu: ""Se o conje atirar na conja e a conja atirar de volta no conje é escusável medo ou violenta emoção?"".
Resolvi aderir ao twitter pois é um instrumento poderoso de comunicação. A ideia é divulgar os projetos e as propostas do Ministério da Justiça e Segurança Pública.
Nem sempre poderei estar por aqui, pois o trabalho é intenso, mas quando possível darei informações sobre as ações do Ministério. @JusticaGovBR
Quero explicar aqui o projeto de lei anticrime, além das medidas executivas em andamento do Ministério.
Podia explicar também cadê o Queiroz e as investigações do laranjal do PSL. O sr. acha correto que este assessor do presidente movimente R$ 7 mi em três anos, receba salário dos laranjas, tenha claro envolvimento com milícias, e nada disso seja investigado?
Se o conje atirar na conja e a conja atirar de volta no conje é escusável medo ou violenta emoção?","Moro vira político de vez e se lança no Twitter, mas apanha dos internautas",https://www.brasil247.com/pt/247/brasil/389191/Moro-vira-pol%C3%ADtico-de-vez-e-se-lan%C3%A7a-no-Twitter-mas-apanha-dos-internautas.htm
,247,05/04/2019 09:41:00,brasil,"Atendendo a um pedido da OAB, o presidente do Supremo Tribunal Federal (STF), ministro Dias Toffoli, retirou de pauta o julgamento das ações que tratam da prisão após condenação em segunda instância, que estava marcado para o dia 10 de abril; um dos prejudicados é o ex-presidente Lula, preso após condenação no Tribunal Regional Federal da Quarta Região (TRF4), de Porto Alegre, enquanto, segundo a legislação, ninguém é considerado culpado sem o trânsito em julgado de um determinado processo","O presidente do Supremo Tribunal Federal (STF), ministro Dias Toffoli, retirou de pauta o julgamento das ações que tratam da prisão após condenação em segunda instância, que estava marcado para o dia 10 de abril.
Um dos prejudicados é o ex-presidente Luiz Inácio Lula da Silva, preso após condenação no Tribunal Regional Federal da Quarta Região (TRF4), de Porto Alegre, enquanto, segundo a legislação, ninguém é considerado culpado sem o trânsito em julgado de um determinado processo.
De acordo com a assessoria do tribunal, o presidente atendeu o pedido de adiamento feito pelo Conselho da Ordem dos Advogados do Brasil (CFOAB) a Toffoli nesta segunda-feira. A OAB, autora de uma das ações sobre o tema, afirmou que a nova diretoria do Conselho precisa se ""inteirar"" do processo. Nele, a entidade é contra a prisão após condenação em segunda instância. Ainda não há informações sobre uma nova data de julgamento.

",Toffoli tira da pauta ação que poderia libertar Lula,https://www.brasil247.com/pt/247/brasil/389164/Toffoli-tira-da-pauta-a%C3%A7%C3%A3o-que-poderia-libertar-Lula.htm
,Por Fernanda Cruz – Repórter da Agência Brasil,05/04/2019 13:41:00,economia,"A produção de veículos montados no país foi de 240.546 unidades em março, queda de 10% na comparação com o mesmo mês do ano anterior, conforme divulgado pela Associação Nacional dos Fabricantes de Veículos Automotores (Anfavea); em relação a fevereiro, houve redução de 6,4%","
A produção de veículos montados no país foi de 240.546 unidades em março, queda de 10% na comparação com o mesmo mês do ano anterior, conforme divulgado hoje (4) pela Associação Nacional dos Fabricantes de Veículos Automotores (Anfavea). Em relação a fevereiro, houve redução de 6,4%.
O presidente da Anfavea, Antonio Carlos Botelho Megale, disse que três fatores influenciaram o resultado negativo em produção: a greve dos trabalhadores, a enchente na fábrica da Mercedes-Benz e a redução das exportações, Além disso, março também teve um dia útil a menos devido ao carnaval.
Megale defendeu a importância da manutenção dos bons índices de produção de veículos, responsável pela geração de emprego e renda. “Relatório do Banco Central para o biênio de 2017 e 2018 diz que as montadoras são responsáveis por um terço do crescimento industrial do Brasil, um quarto do crescimento total do [Produto Interno Bruto] PIB, o que mostra a relevância do setor. Queremos que os investimentos de produção fiquem no Brasil.”
Licenciamento
O licenciamento de automóveis novos apresentou alta de 0,9% em março, na comparação com março de 2018. Na comparação com fevereiro, a alta foi de 5,3%. No acumulado desde o início do ano, na comparação com o mesmo período em 2018, houve alta de 11,4%. A média diária, de 11 mil unidades, foi a maior desde 2014 para um mês de março.
A exportação, no entanto, continua trazendo números pessimistas para o setor, devido à crise econômica da Argentina, principal importadora dos veículos brasileiros. Houve queda de 42,2% em março, na comparação com março de 2018. No acumulado a redução foi de 42%. Em relação a fevereiro, a retração foi de 3,7%. “Vamos ter um primeiro semestre absolutamente comprometido, mas esperamos que comece a melhorar [posteriormente]”, disse ele.
A Argentina continua predominante nas importações, respondendo por 60% da fatia do mercado. Outros países, entretanto, têm se destacado, como o México, que foi responsável por 13% das importações da produção brasileira. A Colômbia cresceu de 3% no ano passado para 10% este ano.
Agronegócio
A comercialização de máquinas agrícolas mostrou resultado otimista, com alta de 7% em março, na comparação ao mesmo mês em 2018. Em relação a fevereiro, houve aumento de 31,6%. No acumulado, foi registrado alta de 23,5%. “A safra está muito boa, será a segunda melhor safra da história. Temos toda a safra de soja comercializada a preço muito bom com a China, o setor está capitalizado, com alto nível de confiança”, disse Megale.","Produção de veículos tem queda de 10% em março, mostra Anfavea",https://www.brasil247.com/pt/247/economia/389197/Produ%C3%A7%C3%A3o-de-ve%C3%ADculos-tem-queda-de-10-em-mar%C3%A7o-mostra-Anfavea.htm
,"247 -A Advocacia Geral da União (AGU) apresentou parecer ao Supremo Tribunal Federal (STF) em que defende a anulação de acordo fechado para a criação de uma fundação para a Lava Jato gerir R$ 2,5 bilhões da Petrobrás. O acordo foi suspenso pelo STF atendendo pedido feito pela Procuradoria Geral da República, órgão de cúpula do MPF.",05/04/2019 20:06:00,brasil,"Em parecer encaminhado ao STF, a Advocacia-geral da União (AGU) afirma que os procuradores da Lava Jato não poderiam ter negociado o acordo com os EUA para a criação de uma fundação para gerir R$ 2,5 bilhões da Petrobrás; o órgão considera que o ato ""fere a Constituição da República""","
Para a AGU, os valores devem ser revertidos na integralidade à União, que foi vítima das irregularidades que ocorreram na Petrobras e descobertas na Operação Lava Jato.
A AGU afirma que os procuradores do Paraná não poderiam ter negociado o acordo com os EUA, pois competia a Controladoria Geral da União, pois é o órgão que representa o Estado.
""O ato sob invectiva fere a Constituição da República, pois desrespeita o princípio do juiz natural; a legalidade ínsita à atividade dos órgãos públicos; as regras constitucionais referentes às receitas e despesas públicas e o plexo de atribuições conferidas ao Ministério Público"", diz a AGU.
O parecer afirma ainda que uma fundação privada, nos moldes definidos no acordo, poderia tirar do Tribunal de Contas da União (TCU) a competência de fiscalizar a aplicação de valores.
",AGU defende anulação de acordo e diz que Lava Jato violou a Constituição,https://www.brasil247.com/pt/247/brasil/389241/AGU-defende-anula%C3%A7%C3%A3o-de-acordo-e-diz-que-Lava-Jato-violou-a-Constitui%C3%A7%C3%A3o.htm
,"247 - O PT continua sendo o partido mais admirado do Brasil, segundo a pesquisa Atlas Político realizada entre os dias 1 e 2 de abril. De acordo com o estudo, 15,8% dos 2 mil entrevistados disseram preferir o Partido dos Trabalhadores. Logo em seguida, com apenas 5,5% da preferência dos brasileiros, aparece o PSL do presidente Jair Bolsonaro. Na terceira posição está o Novo, com 2,1%. O PDT aparece em quarto lugar com 1,9%, seguido pelo PSOL, com 1,2%.",05/04/2019 09:49:00,poder,"O PT continua sendo o partido mais admirado do Brasil, segundo a pesquisa Atlas Político realizada entre os dias 1 e 2 de abril; de acordo com o estudo, 15,8% dos 2 mil entrevistados disseram preferir o Partido dos Trabalhadores. Logo em seguida, com apenas 5,5% da preferência dos brasileiros, aparece o PSL do presidente Jair Bolsonaro; na terceira posição está o Novo, com 2,1%; PDT aparece em quarto lugar com 1,9%, seguido pelo PSOL, com 1,2%; PSDB e MDB possuem apenas 1%, cada","
""Se você olha a pesquisa histórica de preferência partidária, o PT sempre esteve na frente, separado dos outros"", disse o cientista político e diretor do Atlas Político, Andrei Roman, em entrevista ao jornal El País. Para Roman, o PSL e o Novo ocuparam um espaço junto ao eleitorado posicionado juto ao centro e de direita, que até então pertencia ao PSDB e MDB. Segundo a Pesquisa, PSDB e MDB possuem 1% da preferência do eleitorado, cada.
Ao mesmo tempo em que o PT é o partido mais admirado pelos eleitores, 59,5% veem imagem do ex-presidente Luiz Inácio Lula da Silva como negativa e 57,9% se mostram a favor de sua prisão. ""É certo que a opinião a favor da prisão de Lula se cristalizou"", destaca Roman na reportagem do El País. ""Dos 33,1% que são contra a sua prisão, metade é um eleitorado mais ideológico. Existe um nicho em que o partido é muito forte"", acrescentou.
A reportagem observa, ainda, que ""a implosão do PSDB e do MDB na preferência do eleitorado e a subida do PSL e do Novo também indicam uma implosão do centro político, algo observado em outros países como Estados Unidos e Reino Unido"". ""E o Novo é um partido mais ideológico que o PSL, isso pode ser a semente para algo maior"", avalia o cientista político.
","PT é o partido mais admirado do Brasil, diz pesquisa Atlas Político",https://www.brasil247.com/pt/247/poder/389165/PT-%C3%A9-o-partido-mais-admirado-do-Brasil-diz-pesquisa-Atlas-Pol%C3%ADtico.htm
,"247 - O ministro da Justiça e Segurança Pública, Sergio Moro, criou um perfil oficial no Twitter nesta quinta-feira (4). Mesmo com a conta verificada pela rede social, poucas horas depois, ele tentou provar que que o perfil era seu aos internautas.",05/04/2019 19:00:00,brasil,"Postando uma foto com um calendário na mão, datando o mês de abril de 2019, Moro escreveu: ""Provando que esse twitter é meu mesmo (o que é um pouco inusitado)""; o resultado foi um enxurrada se comentários e memes: o humorista Marcelo Adnet imitou o ministro, postando uma foto com o calendário aberto em junho. ""Vim do futuro. Posso provar!"", ironizou.","
Postando uma foto com um calendário na mão, datando o mês de abril de 2019, Moro escreveu: ""Provando que esse twitter é meu mesmo (o que é um pouco inusitado)"".
Pronto, a postagem virou piada e viralizou nas redes. ""Mas para provar, não seria o caso de usar um jornal do dia?"", escreveu Rodrigo Tacla Duran, ex-advogado da Odecrecht, que acusou Moro de receber valores indevidos através de um amigo para favorecer delatores da operação Lava Jato.
O humorista Marcelo Adnet imitou o ministro, postando uma foto com o calendário aberto em junho. ""Vim do futuro. Posso provar!"", ironizou.
O deputado federal e líder do PT na Câmara, Paulo Pimenta (RS), lembrou que ""não é pouco, é muito inusitado você provar alguma coisa"", em referência a condenação sem provas do ex-juiz no processo contra o ex-presidente Lula.

Vim do futuro. Posso provar! pic.twitter.com/PruShYK40g
não é pouco, é MUITO inusitado você PROVAR alguma coisa... 👀🌶️
Mas para provar, não seria o caso de usar um jornal do dia ? https://t.co/CggYSmWwPV","Moro tenta 'provar' que nova conta no Twitter é dele, mas vira piada",https://www.brasil247.com/pt/247/brasil/389236/Moro-tenta-'provar'-que-nova-conta-no-Twitter-%C3%A9-dele-mas-vira-piada.htm
